age,workclass,occupation,hours.per.week,income,age_groups,Education Level
30,Self-emp-not-inc,Farming-fishing,40,<=50K,21-30,School Level
51,Private,Adm-clerical,38,<=50K,51-60,Associate
17,Private,Priv-house-serv,24,<=50K,,School Level
46,Local-gov,Protective-serv,40,>50K,41-50,College Level
50,State-gov,Adm-clerical,40,>50K,41-50,College Level
34,Private,Exec-managerial,50,<=50K,31-40,College Level
41,Federal-gov,Adm-clerical,40,<=50K,41-50,College Level
32,Private,Other-service,40,<=50K,31-40,College Level
32,Private,Machine-op-inspct,40,<=50K,31-40,School Level
47,Private,Prof-specialty,70,<=50K,41-50,College Level
50,Private,Sales,40,<=50K,41-50,College Level
77,Private,Priv-house-serv,23,<=50K,71-80,School Level
33,Private,Exec-managerial,40,<=50K,31-40,School Level
47,Self-emp-inc,Machine-op-inspct,48,<=50K,41-50,School Level
64,Private,Transport-moving,40,<=50K,61-70,School Level
34,Private,Exec-managerial,50,<=50K,31-40,School Level
34,Local-gov,Prof-specialty,35,<=50K,31-40,School Level
37,Local-gov,Other-service,40,<=50K,31-40,School Level
34,Private,Prof-specialty,40,>50K,31-40,College Level
50,Self-emp-not-inc,Sales,64,<=50K,41-50,Masters
60,Private,Exec-managerial,45,>50K,51-60,College Level
46,Local-gov,Prof-specialty,43,<=50K,41-50,College Level
43,Private,Sales,44,<=50K,41-50,School Level
48,Private,Prof-specialty,40,>50K,41-50,Masters
48,Private,Adm-clerical,43,<=50K,41-50,College Level
37,Private,Adm-clerical,40,<=50K,31-40,College Level
51,Private,Sales,40,>50K,51-60,Masters
52,Private,Prof-specialty,45,>50K,51-60,Masters
27,Private,Sales,20,<=50K,21-30,School Level
43,Local-gov,Exec-managerial,40,>50K,41-50,Masters
23,Private,Other-service,25,<=50K,21-30,School Level
35,Private,Adm-clerical,40,<=50K,31-40,College Level
49,Private,Other-service,38,<=50K,41-50,School Level
51,Local-gov,Prof-specialty,40,>50K,51-60,College Level
71,Federal-gov,Exec-managerial,9,<=50K,71-80,School Level
63,Private,Adm-clerical,40,<=50K,61-70,School Level
41,State-gov,Prof-specialty,35,<=50K,41-50,Masters
24,State-gov,Machine-op-inspct,40,<=50K,21-30,College Level
41,Local-gov,Other-service,45,<=50K,41-50,College Level
33,Local-gov,Adm-clerical,40,<=50K,31-40,Associate
42,Local-gov,Craft-repair,40,<=50K,41-50,College Level
23,Private,Sales,40,<=50K,21-30,College Level
49,Private,Prof-specialty,38,<=50K,41-50,Associate
28,Self-emp-not-inc,Craft-repair,40,<=50K,21-30,School Level
31,Private,Handlers-cleaners,56,<=50K,31-40,School Level
28,Private,Adm-clerical,35,<=50K,21-30,College Level
37,Private,Craft-repair,25,<=50K,31-40,School Level
19,Private,Exec-managerial,40,<=50K,17-20,College Level
51,Local-gov,Prof-specialty,26,<=50K,51-60,College Level
25,Private,Sales,41,<=50K,21-30,Associate
49,Self-emp-inc,Exec-managerial,50,<=50K,41-50,School Level
47,Private,Sales,45,<=50K,41-50,School Level
48,Local-gov,Other-service,40,<=50K,41-50,School Level
41,Local-gov,Adm-clerical,40,<=50K,41-50,School Level
32,Private,Adm-clerical,40,<=50K,31-40,School Level
46,Private,Handlers-cleaners,40,<=50K,41-50,School Level
17,Private,Sales,20,<=50K,,School Level
34,Private,Handlers-cleaners,43,<=50K,31-40,School Level
44,Private,Adm-clerical,30,<=50K,41-50,School Level
23,Private,Other-service,20,<=50K,21-30,Associate
34,Private,Sales,45,<=50K,31-40,College Level
34,Federal-gov,Prof-specialty,40,>50K,31-40,College Level
39,Private,Adm-clerical,40,<=50K,31-40,Associate
34,Private,Transport-moving,40,<=50K,31-40,School Level
21,Private,Craft-repair,40,<=50K,17-20,School Level
53,Private,Farming-fishing,45,<=50K,51-60,School Level
54,Self-emp-not-inc,Prof-specialty,50,>50K,51-60,Masters
32,Private,Sales,40,<=50K,31-40,College Level
39,State-gov,Prof-specialty,35,<=50K,31-40,College Level
39,Private,Machine-op-inspct,40,<=50K,31-40,College Level
29,Private,Exec-managerial,40,<=50K,21-30,School Level
29,Private,Prof-specialty,40,<=50K,21-30,School Level
43,Private,Craft-repair,42,>50K,41-50,School Level
39,Private,Adm-clerical,40,<=50K,31-40,Masters
45,Private,Exec-managerial,40,<=50K,41-50,College Level
36,Private,Machine-op-inspct,40,<=50K,31-40,College Level
31,Private,Sales,58,<=50K,31-40,School Level
39,Private,Exec-managerial,60,>50K,31-40,School Level
45,Local-gov,Craft-repair,40,>50K,41-50,School Level
19,Private,Handlers-cleaners,50,<=50K,17-20,School Level
43,Private,Prof-specialty,48,>50K,41-50,College Level
32,Private,Transport-moving,40,<=50K,31-40,Associate
43,Self-emp-not-inc,Sales,60,<=50K,41-50,College Level
34,Private,Adm-clerical,27,<=50K,31-40,College Level
66,Self-emp-inc,Prof-specialty,40,<=50K,61-70,College Level
46,Self-emp-inc,Exec-managerial,40,<=50K,41-50,Associate
23,Private,Prof-specialty,40,<=50K,21-30,College Level
41,Private,Prof-specialty,40,>50K,41-50,College Level
35,Self-emp-not-inc,Prof-specialty,50,>50K,31-40,College Level
37,Private,Prof-specialty,55,>50K,31-40,College Level
43,Private,Prof-specialty,42,>50K,41-50,College Level
30,Self-emp-not-inc,Craft-repair,60,<=50K,21-30,Associate
36,Local-gov,Prof-specialty,60,>50K,31-40,Masters
54,Private,Sales,40,>50K,51-60,College Level
36,Federal-gov,Adm-clerical,50,>50K,31-40,College Level
77,Private,Exec-managerial,50,>50K,71-80,College Level
28,Private,Other-service,40,<=50K,21-30,School Level
39,Self-emp-not-inc,Craft-repair,72,>50K,31-40,School Level
37,Private,Tech-support,40,<=50K,31-40,College Level
22,Local-gov,Prof-specialty,35,<=50K,21-30,College Level
54,Private,Other-service,50,<=50K,51-60,College Level
21,Private,Sales,20,<=50K,17-20,College Level
36,Private,Craft-repair,40,<=50K,31-40,School Level
62,Self-emp-not-inc,Adm-clerical,30,<=50K,61-70,School Level
40,Private,Sales,40,>50K,31-40,College Level
47,Self-emp-not-inc,Prof-specialty,40,<=50K,41-50,College Level
38,Private,Sales,70,>50K,31-40,College Level
28,Private,Craft-repair,40,<=50K,21-30,School Level
46,Private,Prof-specialty,40,<=50K,41-50,College Level
22,Private,Other-service,35,<=50K,21-30,College Level
37,Private,Sales,25,<=50K,31-40,School Level
69,Private,Machine-op-inspct,28,<=50K,61-70,School Level
43,Private,Exec-managerial,50,>50K,41-50,College Level
53,Private,Other-service,21,>50K,51-60,College Level
20,Private,Sales,35,<=50K,17-20,School Level
22,Private,Prof-specialty,50,<=50K,21-30,College Level
48,Private,Craft-repair,44,<=50K,41-50,School Level
40,Federal-gov,Prof-specialty,40,>50K,31-40,Masters
23,Private,Other-service,60,<=50K,21-30,School Level
25,Local-gov,Prof-specialty,38,>50K,21-30,College Level
22,Private,Prof-specialty,40,<=50K,21-30,School Level
23,Private,Priv-house-serv,30,<=50K,21-30,School Level
41,Local-gov,Prof-specialty,45,>50K,41-50,College Level
25,Private,Machine-op-inspct,25,<=50K,21-30,College Level
58,Private,Sales,40,<=50K,51-60,College Level
33,Private,Sales,45,<=50K,31-40,School Level
28,Private,Prof-specialty,48,<=50K,21-30,Masters
19,Private,Machine-op-inspct,25,<=50K,17-20,School Level
44,Private,Adm-clerical,40,<=50K,41-50,College Level
68,Private,Machine-op-inspct,10,<=50K,61-70,School Level
33,State-gov,Craft-repair,40,>50K,31-40,School Level
24,Private,Exec-managerial,40,<=50K,21-30,School Level
44,Self-emp-not-inc,Farming-fishing,50,<=50K,41-50,School Level
31,Private,Craft-repair,40,<=50K,31-40,School Level
29,Private,Adm-clerical,40,<=50K,21-30,School Level
65,Private,Sales,40,<=50K,61-70,School Level
55,Private,Adm-clerical,40,<=50K,51-60,School Level
49,Private,Exec-managerial,40,<=50K,41-50,School Level
27,Private,Machine-op-inspct,40,<=50K,21-30,School Level
41,Private,Sales,30,<=50K,41-50,School Level
33,Self-emp-not-inc,Craft-repair,50,>50K,31-40,College Level
22,Self-emp-not-inc,Farming-fishing,40,<=50K,21-30,School Level
66,Private,Other-service,4,<=50K,61-70,School Level
38,Private,Sales,60,<=50K,31-40,College Level
43,Private,Machine-op-inspct,42,>50K,41-50,School Level
40,Local-gov,Handlers-cleaners,40,<=50K,31-40,College Level
32,Private,Sales,40,>50K,31-40,College Level
30,Private,Sales,35,<=50K,21-30,School Level
35,Private,Adm-clerical,40,<=50K,31-40,College Level
33,Local-gov,Prof-specialty,60,<=50K,31-40,College Level
36,Private,Exec-managerial,55,>50K,31-40,College Level
33,Self-emp-not-inc,Prof-specialty,60,<=50K,31-40,College Level
53,Private,Exec-managerial,60,>50K,51-60,School Level
27,Private,Sales,45,<=50K,21-30,College Level
22,Private,Handlers-cleaners,15,<=50K,21-30,College Level
26,Private,Sales,36,<=50K,21-30,School Level
64,Private,Sales,21,<=50K,61-70,School Level
48,Private,Adm-clerical,45,<=50K,41-50,College Level
23,Private,Adm-clerical,40,<=50K,21-30,School Level
35,Self-emp-not-inc,Prof-specialty,40,<=50K,31-40,College Level
46,Private,Sales,40,>50K,41-50,College Level
65,Self-emp-not-inc,Exec-managerial,45,<=50K,61-70,College Level
18,Private,Other-service,54,<=50K,17-20,School Level
34,Self-emp-not-inc,Prof-specialty,55,>50K,31-40,College Level
28,Private,Machine-op-inspct,40,<=50K,21-30,School Level
37,Private,Exec-managerial,60,>50K,31-40,College Level
31,Private,Prof-specialty,35,<=50K,31-40,College Level
25,Local-gov,Prof-specialty,40,<=50K,21-30,College Level
81,Private,Prof-specialty,15,<=50K,81-90,School Level
47,Private,Other-service,35,<=50K,41-50,School Level
39,Private,Craft-repair,40,<=50K,31-40,School Level
37,Private,Other-service,30,<=50K,31-40,College Level
44,Private,Machine-op-inspct,45,>50K,41-50,School Level
37,Private,Craft-repair,45,<=50K,31-40,Associate
41,Private,Adm-clerical,50,>50K,41-50,College Level
55,Private,Prof-specialty,40,>50K,51-60,College Level
60,Private,Sales,40,>50K,51-60,College Level
23,Private,Sales,25,<=50K,21-30,College Level
19,Private,Machine-op-inspct,60,<=50K,17-20,School Level
45,Private,Machine-op-inspct,44,>50K,41-50,College Level
36,Private,Other-service,30,<=50K,31-40,School Level
46,Private,Prof-specialty,40,>50K,41-50,College Level
48,Private,Machine-op-inspct,40,<=50K,41-50,School Level
39,Self-emp-not-inc,Other-service,50,<=50K,31-40,School Level
29,Private,Transport-moving,20,<=50K,21-30,College Level
39,Private,Adm-clerical,40,<=50K,31-40,School Level
26,Private,Exec-managerial,40,<=50K,21-30,School Level
37,Private,Prof-specialty,25,<=50K,31-40,Associate
49,Private,Adm-clerical,40,>50K,41-50,College Level
27,Private,Sales,40,<=50K,21-30,College Level
28,Private,Handlers-cleaners,40,<=50K,21-30,School Level
35,Private,Sales,30,<=50K,31-40,College Level
17,Private,Other-service,40,<=50K,,School Level
18,Private,Handlers-cleaners,40,<=50K,17-20,School Level
33,Private,Adm-clerical,38,<=50K,31-40,College Level
33,Private,Sales,60,<=50K,31-40,Associate
51,Private,Adm-clerical,35,<=50K,51-60,College Level
49,Private,Adm-clerical,40,<=50K,41-50,School Level
41,Private,Sales,35,>50K,41-50,College Level
64,Private,Priv-house-serv,12,<=50K,61-70,School Level
40,Private,Prof-specialty,40,>50K,31-40,College Level
49,Federal-gov,Adm-clerical,40,<=50K,41-50,School Level
23,Private,Prof-specialty,40,<=50K,21-30,College Level
34,Private,Adm-clerical,40,<=50K,31-40,College Level
36,Private,Adm-clerical,40,>50K,31-40,Associate
23,Local-gov,Prof-specialty,40,<=50K,21-30,College Level
61,Private,Adm-clerical,40,<=50K,61-70,School Level
47,Self-emp-not-inc,Sales,40,<=50K,41-50,College Level
56,Private,Prof-specialty,40,>50K,51-60,College Level
20,Private,Sales,55,<=50K,17-20,School Level
33,Private,Machine-op-inspct,46,>50K,31-40,School Level
36,Self-emp-not-inc,Farming-fishing,50,>50K,31-40,School Level
34,Local-gov,Protective-serv,40,>50K,31-40,College Level
56,Private,Transport-moving,50,<=50K,51-60,School Level
32,Private,Exec-managerial,23,<=50K,31-40,Associate
49,Private,Exec-managerial,40,>50K,41-50,College Level
71,Private,Protective-serv,40,>50K,71-80,School Level
19,Private,Other-service,15,<=50K,17-20,College Level
20,Private,Tech-support,40,<=50K,17-20,College Level
42,Private,Adm-clerical,35,<=50K,41-50,School Level
51,Private,Exec-managerial,20,>50K,51-60,College Level
38,Private,Prof-specialty,40,<=50K,31-40,College Level
38,Private,Machine-op-inspct,40,>50K,31-40,School Level
35,Self-emp-not-inc,Exec-managerial,25,<=50K,31-40,College Level
24,Local-gov,Prof-specialty,40,<=50K,21-30,College Level
40,Private,Adm-clerical,40,<=50K,31-40,School Level
21,Private,Handlers-cleaners,35,<=50K,17-20,School Level
49,Private,Transport-moving,40,<=50K,41-50,School Level
52,Private,Exec-managerial,42,<=50K,51-60,College Level
27,Private,Prof-specialty,60,<=50K,21-30,College Level
20,Private,Machine-op-inspct,40,<=50K,17-20,School Level
31,Private,Machine-op-inspct,40,<=50K,31-40,College Level
25,Private,Adm-clerical,40,<=50K,21-30,School Level
19,Federal-gov,Handlers-cleaners,20,<=50K,17-20,College Level
33,Private,Craft-repair,50,<=50K,31-40,College Level
23,Private,Other-service,40,<=50K,21-30,College Level
34,Private,Prof-specialty,40,<=50K,31-40,Masters
37,Local-gov,Exec-managerial,40,<=50K,31-40,Masters
25,Private,Exec-managerial,40,<=50K,21-30,College Level
40,Private,Craft-repair,40,<=50K,31-40,Associate
33,Self-emp-not-inc,Sales,40,<=50K,31-40,College Level
31,Private,Adm-clerical,40,<=50K,31-40,College Level
32,Self-emp-inc,Sales,45,<=50K,31-40,College Level
54,Self-emp-inc,Sales,70,>50K,51-60,College Level
32,Self-emp-not-inc,Craft-repair,44,<=50K,31-40,School Level
29,Local-gov,Transport-moving,40,<=50K,21-30,School Level
26,Local-gov,Prof-specialty,40,<=50K,21-30,College Level
39,Self-emp-not-inc,Farming-fishing,60,<=50K,31-40,College Level
54,Private,Farming-fishing,40,<=50K,51-60,College Level
57,Private,Machine-op-inspct,40,<=50K,51-60,School Level
23,Federal-gov,Prof-specialty,40,<=50K,21-30,College Level
27,Self-emp-not-inc,Exec-managerial,45,>50K,21-30,College Level
42,Private,Exec-managerial,55,>50K,41-50,College Level
31,Private,Craft-repair,40,<=50K,31-40,School Level
49,Local-gov,Prof-specialty,60,<=50K,41-50,Masters
50,Private,Craft-repair,40,<=50K,41-50,School Level
46,Local-gov,Adm-clerical,30,<=50K,41-50,School Level
37,Private,Sales,60,<=50K,31-40,School Level
26,Private,Craft-repair,40,<=50K,21-30,School Level
27,Private,Adm-clerical,35,<=50K,21-30,College Level
24,Private,Exec-managerial,25,<=50K,21-30,College Level
24,Self-emp-inc,Craft-repair,40,<=50K,21-30,School Level
29,Private,Sales,34,<=50K,21-30,School Level
47,Private,Prof-specialty,50,>50K,41-50,College Level
26,Private,Prof-specialty,45,<=50K,21-30,Associate
20,Private,Craft-repair,40,<=50K,17-20,College Level
36,Private,Transport-moving,50,<=50K,31-40,School Level
25,Private,Exec-managerial,40,<=50K,21-30,Masters
46,Private,Machine-op-inspct,40,>50K,41-50,College Level
29,Private,Craft-repair,40,>50K,21-30,College Level
18,Private,Exec-managerial,20,<=50K,17-20,School Level
46,Private,Tech-support,40,<=50K,41-50,Associate
61,Private,Sales,50,>50K,61-70,College Level
41,Private,Sales,40,<=50K,41-50,School Level
50,Private,Machine-op-inspct,40,<=50K,41-50,College Level
36,Local-gov,Protective-serv,60,<=50K,31-40,College Level
38,Private,Adm-clerical,40,<=50K,31-40,College Level
75,Self-emp-not-inc,Sales,35,<=50K,71-80,School Level
26,Private,Adm-clerical,40,>50K,21-30,Associate
44,Private,Exec-managerial,40,>50K,41-50,College Level
25,Private,Adm-clerical,40,<=50K,21-30,School Level
31,Private,Sales,40,<=50K,31-40,College Level
49,Private,Transport-moving,35,<=50K,41-50,School Level
34,Private,Machine-op-inspct,48,<=50K,31-40,School Level
31,Self-emp-not-inc,Prof-specialty,40,<=50K,31-40,School Level
47,Self-emp-not-inc,Craft-repair,40,<=50K,41-50,College Level
18,Private,Craft-repair,20,<=50K,17-20,School Level
42,Private,Craft-repair,40,<=50K,41-50,School Level
29,Private,Sales,40,<=50K,21-30,College Level
38,Local-gov,Protective-serv,75,<=50K,31-40,College Level
22,Private,Sales,20,<=50K,21-30,College Level
32,Private,Craft-repair,40,<=50K,31-40,School Level
20,Private,Adm-clerical,48,<=50K,17-20,College Level
41,Private,Sales,50,<=50K,41-50,College Level
46,Private,Transport-moving,46,>50K,41-50,School Level
44,Private,Adm-clerical,38,<=50K,41-50,School Level
35,Private,Adm-clerical,40,<=50K,31-40,College Level
36,Local-gov,Craft-repair,25,<=50K,31-40,School Level
30,Private,Craft-repair,40,<=50K,21-30,College Level
40,State-gov,Prof-specialty,50,>50K,31-40,Masters
25,Private,Prof-specialty,40,<=50K,21-30,College Level
26,Private,Handlers-cleaners,40,<=50K,21-30,School Level
66,Self-emp-inc,Adm-clerical,40,>50K,61-70,School Level
48,Private,Craft-repair,32,<=50K,41-50,School Level
35,Private,Sales,50,<=50K,31-40,College Level
41,Private,Prof-specialty,45,>50K,41-50,Masters
19,Private,Sales,20,<=50K,17-20,College Level
55,Self-emp-not-inc,Sales,40,<=50K,51-60,School Level
45,Private,Transport-moving,50,<=50K,41-50,College Level
29,Private,Handlers-cleaners,40,<=50K,21-30,College Level
65,Private,Sales,20,<=50K,61-70,School Level
30,Private,Other-service,40,<=50K,21-30,Associate
43,Private,Craft-repair,40,<=50K,41-50,College Level
61,Private,Machine-op-inspct,40,<=50K,61-70,School Level
22,Private,Other-service,50,<=50K,21-30,College Level
23,Private,Other-service,40,<=50K,21-30,School Level
34,Private,Machine-op-inspct,40,<=50K,31-40,School Level
51,Private,Prof-specialty,35,<=50K,51-60,School Level
21,Private,Adm-clerical,15,<=50K,17-20,College Level
31,Private,Prof-specialty,40,<=50K,31-40,Associate
34,Private,Adm-clerical,35,<=50K,31-40,Associate
33,Federal-gov,Exec-managerial,40,>50K,31-40,College Level
44,Private,Sales,40,>50K,41-50,School Level
21,State-gov,Other-service,20,<=50K,17-20,College Level
75,Local-gov,Adm-clerical,20,<=50K,71-80,School Level
55,Federal-gov,Exec-managerial,60,>50K,51-60,Masters
43,Self-emp-not-inc,Other-service,16,<=50K,41-50,School Level
31,Private,Craft-repair,45,<=50K,31-40,School Level
